,text
2105,[]
2106,"['owing to', 'to what', 'what reason', 'reason does', 'does the', 'the tenfold', 'tenfold fettering', 'fettering cease', 'cease to', 'to arise', 'arise in', 'in the', 'the future', 'future finally']"
2107,[]
2108,"['the path', 'path of', 'of streamwinning', 'streamwinning or', 'or the', 'the first', 'first stage', 'stage of', 'of awakening', 'awakening is', 'is the', 'the reason', 'reason for', 'for final', 'final cessation', 'cessation of', 'of the', 'the five', 'five fetters', 'fetters of', 'of speculative', 'speculative theory', 'theory doubt', 'doubt rites', 'rites and', 'and ceremonies', 'ceremonies envy', 'envy and', 'and avarice', 'avarice the', 'the path', 'path of', 'of oncereturning', 'oncereturning or', 'or the', 'the second', 'second stage', 'stage of', 'of awakening', 'awakening is', 'is the', 'the reason', 'reason for', 'for the', 'the final', 'final cessation', 'cessation of', 'of sensuality', 'sensuality and', 'and resentment', 'resentment of', 'of a', 'a gross', 'gross kind', 'kind and', 'and the', 'the residum', 'residum of', 'of these', 'these two', 'two fetters', 'fetters finally', 'finally ceases', 'ceases by', 'by reason', 'reason of', 'of the', 'the statement', 'statement of', 'of the', 'the path', 'path of', 'of neverreturning', 'neverreturning the', 'the third', 'third stage', 'stage of', 'of awakening', 'awakening the', 'the fact', 'fact which', 'which makes', 'makes the', 'the fetter', 'fetter of', 'of pride', 'pride of', 'of the', 'the desire', 'desire to', 'to go', 'go on', 'on existing', 'existing and', 'and of', 'of ignorance', 'ignorance to', 'to cease', 'cease finally', 'finally in', 'in the', 'the future', 'future is', 'is the', 'the path', 'path of', 'of final', 'final purification', 'purification arahantship', 'arahantship the', 'the fourth', 'fourth state', 'state of', 'of awakening']"
2109,[]
2110,"['the same', 'same is', 'is the', 'the method', 'method of', 'of exegesis', 'exegesis in', 'in sotañca', 'sotañca pajanati', 'pajanati sadde', 'sadde ca', 'ca pajanati', 'pajanati ', 'he understands', 'understands the', 'the ear', 'ear and', 'and sounds', 'sounds further', 'further in', 'in this', 'this connection', 'connection the', 'the talk', 'talk on', 'on the', 'the sensebases', 'sensebases in', 'in full', 'full should', 'should be', 'be understood', 'understood as', 'as stated', 'stated by', 'by the', 'the commentator', 'commentator in', 'in the', 'the path', 'path of', 'of purity']"
2111,[]
2112,"['iti ajjhattam', 'ajjhattam ', ' thus', 'thus internally', 'internally the', 'the bhikkhu', 'bhikkhu lives', 'lives contemplating', 'contemplating the', 'the mental', 'mental objects', 'objects by', 'by laying', 'laying hold', 'hold of', 'of the', 'the internal', 'internal sensebases', 'sensebases in', 'in his', 'his own', 'own mental', 'mental objects', 'objects or', 'or in', 'in anothers', 'anothers or', 'or laying', 'laying hold', 'hold of', 'of the', 'the external', 'external sensebases', 'sensebases in', 'in anothers', 'anothers mental', 'mental objects', 'objects or', 'or in', 'in his', 'his own', 'own or', 'or at', 'at one', 'one time', 'time in', 'in his', 'his own', 'own and', 'and at', 'at another', 'another time', 'time in', 'in anothers', 'anothers mental', 'mental objects']"
2113,[]
2114,"['origination and', 'and dissolution', 'dissolution should', 'should be', 'be brought', 'brought forward', 'forward and', 'and connected', 'connected here', 'here by', 'by the', 'the extended', 'extended application', 'application of', 'of the', 'the method', 'method indicated', 'indicated by', 'by the', 'the words', 'words from', 'from the', 'the origin', 'origin of', 'of ignorance', 'ignorance the', 'the origin', 'origin of', 'of the', 'the eye', 'eye to', 'to the', 'the sensebases', 'sensebases of', 'of material', 'material form', 'form in', 'in the', 'the aggregate', 'aggregate of', 'of materiality', 'materiality to', 'to the', 'the mental', 'mental sensebase', 'sensebase in', 'in the', 'the aggregate', 'aggregate of', 'of consciousness', 'consciousness and', 'and to', 'to the', 'the sensebase', 'sensebase of', 'of the', 'the mental', 'mental object', 'object in', 'in the', 'the other', 'other nonmaterial', 'nonmaterial aggregates', 'aggregates according', 'according to', 'to the', 'the method', 'method of', 'of exegesis', 'exegesis already', 'already stated', 'stated by', 'by the', 'the commentator', 'commentator the', 'the supramundane', 'supramundane states', 'states should', 'should not', 'not be', 'be taken', 'taken from', 'from here', 'here onward', 'onward the', 'the exposition', 'exposition is', 'is according', 'according to', 'to the', 'the method', 'method already', 'already shown', 'shown by', 'by the', 'the commentator']"
2115,[]
2116,"['the two', 'two groups', 'groups of', 'of six', 'six sensebases', 'sensebases are', 'are stated', 'stated by', 'by way', 'way of', 'of determining', 'determining the', 'the sensedoors', 'sensedoors and', 'and the', 'the senseobjects', 'senseobjects of', 'of arising', 'arising of', 'of sixfold', 'sixfold consciousness', 'consciousness of', 'of the', 'the consciousness', 'consciousness or', 'or mind', 'mind aggregate', 'aggregate included', 'included in', 'in a', 'a course', 'course of', 'of cognition', 'cognition of', 'of eyeconsciousness', 'eyeconsciousness just', 'just the', 'the eyebase', 'eyebase is', 'is the', 'the door', 'door of', 'of origin', 'origin and', 'and the', 'the base', 'base of', 'of the', 'the material', 'material form', 'form is', 'is the', 'the object', 'object so', 'so it', 'it is', 'is in', 'in the', 'the case', 'case of', 'of the', 'the others', 'others but', 'but of', 'of the', 'the sixth', 'sixth sensebase', 'sensebase the', 'the part', 'part of', 'of the', 'the mindbase', 'mindbase called', 'called the', 'the lifecontinum', 'lifecontinum the', 'the unconscious', 'unconscious mind', 'mind is', 'is the', 'the door', 'door of', 'of origin', 'origin chatthassa', 'chatthassa pana', 'pana bhavangamanasankhato', 'bhavangamanasankhato manayatanekadeso', 'manayatanekadeso uppatti', 'uppatti dvaram', 'dvaram and', 'and in', 'in a', 'a particular', 'particular or', 'or special', 'special way', 'way the', 'the mindobject', 'mindobject base', 'base is', 'is the', 'the object', 'object asadharananca', 'asadharananca dhammayatanam', 'dhammayatanam arammanam']"
2117,[]
2118,"['dependent on', 'on both', 'both the', 'the eye', 'eye becomes', 'becomes a', 'a condition', 'condition by', 'by way', 'way of', 'of decisive', 'decisive support', 'support and', 'and the', 'the material', 'material forms', 'forms the', 'the objects', 'objects become', 'become a', 'a condition', 'condition by', 'by way', 'way of', 'of objective', 'objective predominance', 'predominance and', 'and objective', 'objective decisive', 'decisive support', 'support cakkhum', 'cakkhum upanissaya', 'upanissaya paccayavasena', 'paccayavasena paccayabhutam', 'paccayabhutam rupe', 'rupe arammanadhipati', 'arammanadhipati arammanupanissaya', 'arammanupanissaya vasena', 'vasena paccayabhute', 'paccayabhute ca', 'ca paticca']"
2119,"['the factors', 'factors of', 'of enlightenment']"
2120,[' mindfulness']
2121,[]
2122,"['after explaining', 'explaining the', 'the contemplation', 'contemplation of', 'of mental', 'mental objects', 'objects by', 'by way', 'way of', 'of the', 'the internal', 'internal and', 'and the', 'the external', 'external sensebases', 'sensebases the', 'the master', 'master said', 'said and', 'and further', 'further o', 'o bhikkhus', 'bhikkhus in', 'in order', 'order to', 'to talk', 'talk on', 'on the', 'the contemplation', 'contemplation of', 'of mental', 'mental objects', 'objects by', 'by way', 'way of', 'of the', 'the factors', 'factors of', 'of enlightenment', 'enlightenment the', 'the mental', 'mental limbs', 'limbs of', 'of a', 'a being', 'being who', 'who is', 'is awaking', 'awaking from', 'from the', 'the stupor', 'stupor of', 'of the', 'the passions', 'passions that', 'that soil', 'soil or', 'or who', 'who is', 'is penetrating', 'penetrating the', 'the real', 'real truths', 'truths of', 'of suffering', 'suffering its', 'its cause', 'cause its', 'its cessation', 'cessation and', 'and the', 'the way', 'way leading', 'leading to', 'to the', 'the cessation', 'cessation of', 'of suffering']"
2123,[]
2124,"['limbs are', 'are members', 'members or', 'or constituent', 'constituent parts', 'parts of', 'of the', 'the awaking', 'awaking mind']"
2125,[]
2126,"['santam ', 'is present', 'present existing', 'existing by', 'by way', 'way of', 'of attainment']"
2127,[]
2128,"['the enlightenment', 'enlightenment factor', 'factor called', 'called mindfulness', 'mindfulness is', 'is the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness']"
2129,[]
2130,"['because in', 'in these', 'these enlightenment', 'enlightenment factors', 'factors the', 'the meditator', 'meditator effectively', 'effectively gets', 'gets enlightened', 'enlightened the', 'the meditator', 'meditator is', 'is called', 'called complete', 'complete enlightenment', 'enlightenment from', 'from the', 'the time', 'time he', 'he begins', 'begins strenuous', 'strenuous contemplation', 'contemplation on', 'on insight', 'insight it', 'it is', 'is a', 'a name', 'name for', 'for him', 'him who', 'who stands', 'stands in', 'in the', 'the practice', 'practice starting', 'starting from', 'from the', 'the arising', 'arising of', 'of the', 'the knowledge', 'knowledge of', 'of the', 'the rise', 'rise and', 'and fall', 'fall of', 'of phenomena']"
2131,[]
2132,"['the sevenfold', 'sevenfold completeness', 'completeness or', 'or harmony', 'harmony beginning', 'beginning with', 'with mindfulness', 'mindfulness by', 'by which', 'which he', 'he awakes', 'awakes effectively', 'effectively rises', 'rises from', 'from the', 'the sleep', 'sleep of', 'of the', 'the defilements', 'defilements or', 'or penetrates', 'penetrates the', 'the truths', 'truths is', 'is complete', 'complete enlightenment', 'enlightenment the', 'the components', 'components of', 'of that', 'that complete', 'complete enlightenment', 'enlightenment or', 'or of', 'of the', 'the harmony', 'harmony called', 'called complete', 'complete enlightenment', 'enlightenment are', 'are the', 'the factors', 'factors of', 'of enlightenment']"
2133,[]
2134,"['the instruction', 'instruction of', 'of the', 'the discourses', 'discourses is', 'is figurative', 'figurative and', 'and as', 'as this', 'this instruction', 'instruction on', 'on the', 'the arousing', 'arousing of', 'of mindfulness', 'mindfulness is', 'is set', 'set going', 'going by', 'by way', 'way of', 'of the', 'the mundane', 'mundane eightfold', 'eightfold path', 'path it', 'it is', 'is said', 'said by', 'by the', 'the commentator', 'commentator that', 'that the', 'the meditator', 'meditator is', 'is complete', 'complete enlightenment', 'enlightenment otherwise', 'otherwise he', 'he should', 'should be', 'be a', 'a pure', 'pure disciple', 'disciple ariya', 'ariya savaka', 'savaka the', 'the meditator', 'meditator is', 'is considered', 'considered the', 'the personification', 'personification of', 'of the', 'the factors', 'factors of', 'of complete', 'complete enlightenment', 'enlightenment by', 'by which', 'which he', 'he can', 'can reach', 'reach nibbana']"
2135,[]
2136,"['in the', 'the other', 'other factors', 'factors of', 'of enlightenment', 'enlightenment the', 'the wordmeaning', 'wordmeaning should', 'should be', 'be understood', 'understood in', 'in the', 'the same', 'same way']"
2137,[]
2138,"['assantam ', 'is absent', 'absent not', 'not existing', 'existing through', 'through lack', 'lack of', 'of attainment']"
2139,[]
2140,"['yatha anuppannassa', 'anuppannassa ', ' how', 'how the', 'the arising', 'arising of', 'of the', 'the nonarisen', 'nonarisen first', 'first is', 'is the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness there', 'there are', 'are things', 'things which', 'which condition', 'condition the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness and', 'and an', 'an abundance', 'abundance of', 'of right', 'right reflection', 'reflection on', 'on them', 'them is', 'is the', 'the reason', 'reason that', 'that is', 'is conducive', 'conducive to', 'to the', 'the arising', 'arising of', 'of the', 'the nonarisen', 'nonarisen enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness and', 'and for', 'for the', 'the increase', 'increase the', 'the expansion', 'expansion and', 'and completion', 'completion by', 'by culture', 'culture of', 'of the', 'the arisen', 'arisen enlightenment', 'enlightenment factor']"
2141,[]
2142,"['thus it', 'it comes', 'comes into', 'into being', 'being just', 'just mindfulness', 'mindfulness comprises', 'comprises the', 'the things', 'things which', 'which condition', 'condition the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness right', 'right reflection', 'reflection has', 'has just', 'just the', 'the characteristic', 'characteristic already', 'already mentioned', 'mentioned and', 'and when', 'when right', 'right reflection', 'reflection occurs', 'occurs plentifully', 'plentifully in', 'in the', 'the things', 'things which', 'which condition', 'condition the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness arises']"
2143,[]
2144,"['further four', 'four things', 'things lead', 'lead to', 'to the', 'the arising', 'arising of', 'of the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness mindfulness', 'mindfulness with', 'with clear', 'clear comprehension', 'comprehension the', 'the avoiding', 'avoiding of', 'of person', 'person with', 'with confused', 'confused minds', 'minds association', 'association with', 'with persons', 'persons who', 'who keep', 'keep mindfulness', 'mindfulness ready', 'ready for', 'for application', 'application inclination', 'inclination towards', 'towards mindfulness']"
2145,[]
2146,"['in explanation', 'explanation it', 'it is', 'is said', 'said mindfulness', 'mindfulness arises', 'arises through', 'through mindfulness', 'mindfulness with', 'with clear', 'clear comprehension', 'comprehension in', 'in the', 'the seven', 'seven positions', 'positions beginning', 'beginning with', 'with that', 'that of', 'of going', 'going forwards', 'forwards or', 'or the', 'the mindfulness', 'mindfulness arousing', 'arousing the', 'the knowledge', 'knowledge which', 'which grasps', 'grasps the', 'the purpose', 'purpose of', 'of these', 'these actions', 'actions is', 'is mindfulness', 'mindfulness with', 'with clear', 'clear comprehension', 'comprehension and', 'and as', 'as mindfulness', 'mindfulness with', 'with clear', 'clear comprehension', 'comprehension everywhere', 'everywhere is', 'is a', 'a state', 'state which', 'which brings', 'brings about', 'about the', 'the cultivation', 'cultivation of', 'of mindfulness', 'mindfulness mindfulness', 'mindfulness with', 'with clear', 'clear comprehension', 'comprehension is', 'is necessary', 'necessary for', 'for the', 'the arising', 'arising of', 'of mindfulness', 'mindfulness as', 'as the', 'the abandoning', 'abandoning or', 'or rejection', 'rejection of', 'of contrary', 'contrary things', 'things and', 'and the', 'the practice', 'practice of', 'of suitable', 'suitable things', 'things are', 'are necessary', 'necessary for', 'for the', 'the arising', 'arising of', 'of fresh', 'fresh karmically', 'karmically wholesome', 'wholesome things', 'things so', 'so the', 'the eschewing', 'eschewing of', 'of persons', 'persons bereft', 'bereft of', 'of mindfulness', 'mindfulness association', 'association with', 'with persons', 'persons who', 'who cultivate', 'cultivate mindfulness', 'mindfulness the', 'the state', 'state of', 'of being', 'being not', 'not engaged', 'engaged with', 'with the', 'the first', 'first kind', 'kind and', 'and the', 'the state', 'state of', 'of being', 'being engaged', 'engaged with', 'with the', 'the second', 'second are', 'are necessary', 'necessary for', 'for the', 'the arising', 'arising of', 'of the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness']"
2147,[]
2148,"['mindfulness arises', 'arises through', 'through the', 'the avoiding', 'avoiding of', 'of persons', 'persons who', 'who are', 'are confused', 'confused in', 'in mind', 'mind like', 'like crows', 'crows that', 'that come', 'come cawing', 'cawing to', 'to food', 'food thrown', 'thrown through', 'through association', 'association with', 'with persons', 'persons who', 'who keep', 'keep mindfulness', 'mindfulness ready', 'ready for', 'for application', 'application like', 'like the', 'the elder', 'elder tissadatta', 'tissadatta who', 'who in', 'in the', 'the terrace', 'terrace of', 'of the', 'the wisdom', 'wisdom tree', 'tree having', 'having got', 'got a', 'a golden', 'golden ticket', 'ticket authorizing', 'authorizing him', 'him to', 'to expound', 'expound the', 'the dhamma', 'dhamma bodhi', 'bodhi mande', 'mande suvanna', 'suvanna salakam', 'salakam gahetva', 'gahetva entered', 'entered the', 'the assembly', 'assembly saying', 'saying in', 'in which', 'which one', 'one of', 'of the', 'the eighteen', 'eighteen languages', 'languages shall', 'shall i', 'i expound', 'expound the', 'the dhamma', 'dhamma and', 'and the', 'the elder', 'elder abhaya', 'abhaya who', 'who is', 'is mentioned', 'mentioned as', 'as the', 'the elder', 'elder dattabhaya', 'dattabhaya by', 'by the', 'the commentator', 'commentator and', 'and through', 'through the', 'the state', 'state of', 'of mind', 'mind tending', 'tending for', 'for originating', 'originating mindfulness', 'mindfulness in', 'in all', 'all postures', 'postures in', 'in all', 'all kinds', 'kinds of', 'of behavior', 'behavior or', 'or disposition', 'disposition of', 'of the', 'the body', 'body and', 'and the', 'the bhikkhu', 'bhikkhu knows', 'knows that', 'that the', 'the completion', 'completion by', 'by culture', 'culture of', 'of the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of mindfulness', 'mindfulness brought', 'brought into', 'into being', 'being by', 'by these', 'these four', 'four ways', 'ways takes', 'takes place', 'place by', 'by means', 'means of', 'of the', 'the attainment', 'attainment of', 'of the', 'the path', 'path of', 'of arahantship']"
2149,"[' investigation', 'investigation of', 'of mental', 'mental objects']"
2150,[]
2151,"['there are', 'are karmically', 'karmically good', 'good and', 'and karmically', 'karmically bad', 'bad things', 'things right', 'right and', 'and wrong', 'wrong counterparts', 'counterparts of', 'of bright', 'bright and', 'and dark', 'dark things', 'things and', 'and an', 'an abundance', 'abundance of', 'of right', 'right reflection', 'reflection on', 'on them', 'them is', 'is the', 'the reason', 'reason conducive', 'conducive to', 'to the', 'the arising', 'arising of', 'of the', 'the nonarisen', 'nonarisen enlightenment', 'enlightenment factor', 'factor of', 'of the', 'the investigation', 'investigation of', 'of mental', 'mental objects', 'objects and', 'and for', 'for the', 'the increase', 'increase expansion', 'expansion and', 'and the', 'the completion', 'completion of', 'of culture', 'culture of', 'of that', 'that enlightenment', 'enlightenment factor', 'factor when', 'when it', 'it has', 'has arisen']"
2152,[]
2153,"['here right', 'right reflection', 'reflection is', 'is the', 'the conscious', 'conscious state', 'state that', 'that is', 'is associated', 'associated with', 'with knowledge', 'knowledge and', 'and which', 'which arises', 'arises by', 'by way', 'way of', 'of perceiving', 'perceiving according', 'according to', 'to actuality', 'actuality the', 'the nature', 'nature function', 'function characteristic', 'characteristic and', 'and so', 'so forth', 'forth of', 'of the', 'the several', 'several skillful', 'skillful or', 'or wholesome', 'wholesome states', 'states of', 'of mind', 'mind and', 'and the', 'the like', 'like because', 'because it', 'it is', 'is correct', 'correct reflection', 'reflection it', 'it is', 'is called', 'called right', 'right or', 'or radical', 'radical reflection']"
2154,[]
2155,"['six things', 'things lead', 'lead to', 'to the', 'the arising', 'arising of', 'of this', 'this enlightenment', 'enlightenment factor', 'factor inquiring', 'inquiring about', 'about the', 'the aggregates', 'aggregates and', 'and so', 'so forth', 'forth the', 'the purification', 'purification of', 'of the', 'the basis', 'basis namely', 'namely the', 'the cleaning', 'cleaning of', 'of the', 'the body', 'body clothes', 'clothes and', 'and so', 'so forth', 'forth imparting', 'imparting evenness', 'evenness to', 'to the', 'the five', 'five spiritual', 'spiritual controlling', 'controlling faculties', 'faculties avoiding', 'avoiding the', 'the ignorant', 'ignorant associating', 'associating with', 'with the', 'the wise', 'wise reflecting', 'reflecting on', 'on the', 'the profound', 'profound difference', 'difference of', 'of the', 'the hardtoperceive', 'hardtoperceive processes', 'processes of', 'of the', 'the aggregates', 'aggregates modes', 'modes or', 'or elements', 'elements sensebases', 'sensebases and', 'and so', 'so forth', 'forth and', 'and the', 'the inclining', 'inclining sloping', 'sloping bending', 'bending towards', 'towards the', 'the development', 'development of', 'of the', 'the enlightenment', 'enlightenment factor', 'factor of', 'of the', 'the investigation', 'investigation of', 'of mental', 'mental objects']"
2156,[]
2157,"['inquiring about', 'about the', 'the aggregates', 'aggregates and', 'and so', 'so forth', 'forth means', 'means seeking', 'seeking the', 'the meaning', 'meaning of', 'of the', 'the aggregates', 'aggregates the', 'the modes', 'modes or', 'or elements', 'elements sensebases', 'sensebases controlling', 'controlling faculties', 'faculties powers', 'powers enlightenment', 'enlightenment factors', 'factors way', 'way factors', 'factors absorption', 'absorption factors', 'factors the', 'the meditation', 'meditation for', 'for quietude', 'quietude and', 'and the', 'the meditation', 'meditation for', 'for insight', 'insight by', 'by asking', 'asking for', 'for explanation', 'explanation of', 'of knotty', 'knotty points', 'points regarding', 'regarding these', 'these things', 'things in', 'in the', 'the five', 'five nikayas', 'nikayas with', 'with the', 'the commentaries', 'commentaries from', 'from teachers', 'teachers of', 'of the', 'the dhamma']"
2158,[]
2159,"['purification of', 'of the', 'the basis', 'basis is', 'is the', 'the cleaning', 'cleaning of', 'of the', 'the personal', 'personal basis', 'basis the', 'the body', 'body and', 'and of', 'of the', 'the impersonal', 'impersonal basis', 'basis clothes', 'clothes and', 'and dwelling', 'dwelling place', 'place the', 'the flame', 'flame of', 'of a', 'a lamp', 'lamp is', 'is unclear', 'unclear when', 'when its', 'its wick', 'wick oil', 'oil and', 'and container', 'container are', 'are dirty', 'dirty the', 'the wick', 'wick splutters', 'splutters flickers', 'flickers but', 'but the', 'the flame', 'flame of', 'of a', 'a lamp', 'lamp that', 'that has', 'has a', 'a clean', 'clean wick', 'wick oil', 'oil and', 'and container', 'container is', 'is clear', 'clear and', 'and the', 'the wick', 'wick does', 'does not', 'not spit', 'spit it', 'it burns', 'burns smoothly', 'smoothly so', 'so it', 'it is', 'is with', 'with knowledge', 'knowledge knowing', 'knowing that', 'that arises', 'arises out', 'out of', 'of the', 'the mind', 'mind and', 'and mental', 'mental qualities', 'qualities which', 'which are', 'are in', 'in dirty', 'dirty external', 'external and', 'and internal', 'internal surroundings', 'surroundings is', 'is apt', 'apt to', 'to be', 'be impure', 'impure too', 'too but', 'but the', 'the knowledge', 'knowledge that', 'that arises', 'arises under', 'under clean', 'clean conditions', 'conditions is', 'is apt', 'apt to', 'to be', 'be pure', 'pure in', 'in this', 'this way', 'way cleanliness', 'cleanliness leads', 'leads to', 'to the', 'the growth', 'growth of', 'of this', 'this enlightenment', 'enlightenment factor', 'factor which', 'which comprises', 'comprises knowledge']"
2160,[]
2161,"['personal cleanliness', 'cleanliness is', 'is impaired', 'impaired by', 'by the', 'the excessive', 'excessive length', 'length of', 'of hair', 'hair of', 'of the', 'the head', 'head nails', 'nails hair', 'hair of', 'of the', 'the body', 'body by', 'by the', 'the excess', 'excess of', 'of humors', 'humors and', 'and by', 'by the', 'the dirt', 'dirt of', 'of perspiration', 'perspiration cleanliness', 'cleanliness of', 'of impersonal', 'impersonal or', 'or external', 'external things', 'things is', 'is impaired', 'impaired when', 'when robes', 'robes are', 'are worn', 'worn out', 'out dirty', 'dirty and', 'and smelly', 'smelly and', 'and when', 'when the', 'the house', 'house where', 'where one', 'one lives', 'lives is', 'is dirty', 'dirty soiled', 'soiled and', 'and untidy', 'untidy so', 'so personal', 'personal cleanliness', 'cleanliness should', 'should be', 'be secured', 'secured by', 'by shaving', 'shaving haircutting', 'haircutting nailparing', 'nailparing the', 'the use', 'use of', 'of pectoral', 'pectoral emetics', 'emetics and', 'and of', 'of purgatives', 'purgatives which', 'which make', 'make the', 'the body', 'body light', 'light and', 'and by', 'by shampooing', 'shampooing bathing', 'bathing and', 'and doing', 'doing other', 'other necessary', 'necessary things', 'things at', 'at the', 'the proper', 'proper time', 'time in', 'in similar', 'similar way', 'way external', 'external cleanliness', 'cleanliness should', 'should be', 'be brought', 'brought about', 'about by', 'by darning', 'darning washing', 'washing and', 'and dyeing', 'dyeing ones', 'ones robes', 'robes and', 'and by', 'by smearing', 'smearing the', 'the floor', 'floor of', 'of ones', 'ones house', 'house with', 'with clay', 'clay and', 'and the', 'the like', 'like to', 'to smoothen', 'smoothen and', 'and clean', 'clean it', 'it and', 'and by', 'by doing', 'doing other', 'other necessary', 'necessary things', 'things to', 'to keep', 'keep the', 'the house', 'house clean', 'clean and', 'and tidy']"
2162,[]
2163,"['imparting evenness', 'evenness to', 'to the', 'the five', 'five spiritual', 'spiritual controlling', 'controlling faculties', 'faculties is', 'is the', 'the equalizing', 'equalizing of', 'of the', 'the controlling', 'controlling faculties', 'faculties of', 'of faith', 'faith energy', 'energy mindfulness', 'mindfulness concentration', 'concentration and', 'and wisdom']"
2164,[]
2165,"['equalizing is', 'is making', 'making neither', 'neither more', 'more nor', 'nor less', 'less effective', 'effective functionally']"
2166,[]
2167,"['when faith', 'faith outstrips', 'outstrips the', 'the others', 'others through', 'through overactivity', 'overactivity the', 'the others', 'others are', 'are thrown', 'thrown out', 'out of', 'of gear', 'gear then', 'then energy', 'energy finds', 'finds it', 'it impossible', 'impossible to', 'to exert', 'exert mindfulness', 'mindfulness to', 'to attend', 'attend to', 'to the', 'the object', 'object concentration', 'concentration to', 'to be', 'be nondistracted', 'nondistracted and', 'and wisdom', 'wisdom to', 'to see', 'see therefore', 'therefore that', 'that overactivity', 'overactivity of', 'of faith', 'faith should', 'should be', 'be made', 'made to', 'to wane', 'wane either', 'either by', 'by reflection', 'reflection on', 'on the', 'the phenomenal', 'phenomenal nature', 'nature of', 'of the', 'the things', 'things faith', 'faith or', 'or by', 'by not', 'not attending', 'attending to', 'to that', 'that thing', 'thing when', 'when thinking', 'thinking of', 'of which', 'which faith', 'faith becomes', 'becomes excessive', 'excessive the', 'the story', 'story of', 'of the', 'the thera', 'thera vakkali', 'vakkali is', 'is the', 'the illustration', 'illustration of', 'of overactive', 'overactive faith']"
2168,[]
2169,"['faith outstrips', 'outstrips the', 'the others', 'others because', 'because of', 'of unclearness', 'unclearness of', 'of wisdom', 'wisdom and', 'and the', 'the laxity', 'laxity and', 'and so', 'so forth', 'forth of', 'of energy', 'energy and', 'and the', 'the others', 'others through', 'through the', 'the excessive', 'excessive zeal', 'zeal of', 'of the', 'the function', 'function of', 'of faith', 'faith in', 'in regard', 'regard to', 'to a', 'a believable', 'believable object', 'object an', 'an object', 'object that', 'that generates', 'generates trust', 'trust energy', 'energy is', 'is unable', 'unable to', 'to do', 'do the', 'the work', 'work of', 'of exerting', 'exerting and', 'and of', 'of supporting', 'supporting the', 'the associated', 'associated mental', 'mental characteristics', 'characteristics and', 'and to', 'to avoid', 'avoid indolence']"
2170,[]
2171,"['mindfulness is', 'is not', 'not able', 'able to', 'to do', 'do the', 'the work', 'work of', 'of attending', 'attending to', 'to the', 'the object', 'object of', 'of continuing', 'continuing to', 'to be', 'be at', 'at the', 'the object', 'object after', 'after coming', 'coming to', 'to it']"
2172,[]
2173,"['concentration is', 'is not', 'not able', 'able to', 'to do', 'do the', 'the work', 'work of', 'of nondistraction', 'nondistraction of', 'of rejecting', 'rejecting distraction']"
2174,[]
2175,"['to see', 'see the', 'the object', 'object according', 'according to', 'to actuality', 'actuality as', 'as if', 'if one', 'one were', 'were seeing', 'seeing a', 'a physical', 'physical thing', 'thing with', 'with the', 'the eye', 'eye wisdom', 'wisdom is', 'is not', 'not able']"
2176,[]
2177,"['these four', 'four faculties', 'faculties are', 'are unable', 'unable to', 'to do', 'do their', 'their work', 'work because', 'because of', 'of their', 'their being', 'being overwhelmed', 'overwhelmed by', 'by the', 'the faculty', 'faculty of', 'of faith', 'faith acting', 'acting very', 'very strong', 'strong only', 'only by', 'by the', 'the evenness', 'evenness of', 'of function', 'function can', 'can the', 'the mental', 'mental things', 'things which', 'which exist', 'exist together', 'together with', 'with consciousness', 'consciousness and', 'and are', 'are the', 'the principal', 'principal things', 'things amongst', 'amongst conascent', 'conascent mental', 'mental things', 'things namely', 'namely the', 'the five', 'five spiritual', 'spiritual controlling', 'controlling faculties', 'faculties accomplish', 'accomplish their', 'their work', 'work not', 'not otherwise']"
2178,[]
2179,"['reflection on', 'on the', 'the phenomenal', 'phenomenal nature', 'nature of', 'of the', 'the thing', 'thing faith', 'faith by', 'by examining', 'examining the', 'the objet', 'objet of', 'of faith', 'faith by', 'by way', 'way of', 'of the', 'the conditioned', 'conditioned and', 'and the', 'the produced', 'produced from', 'from the', 'the conditioned', 'conditioned and', 'and the', 'the like', 'like by', 'by scrutiny', 'scrutiny according', 'according to', 'to actuality']"
2180,[]
